# WHAT KIND OF PURCHASE IS THIS? One row per license family.
#
# ⚠⚠ THIS FILE EXISTS BECAUSE THE REPLACEABILITY RATING HIDES MONEY.
# build_vs_buy asks "could the City build this itself?". That is the wrong question
# for hosting and cloud infrastructure, so those land on `low` and drop out of every
# view built on replaceability. Measured 2026-08-11: Amazon Web Services is $6.80M
# rated `low` -- two thirds the size of the entire `high` set ($10.13M) -- and it
# never appeared in the replaceability analysis at all. Rocket Software $4.22M,
# SolarWinds $1.22M and Nerdio $1.12M are the same story.
#
# A "you cannot build your own AWS" rating is correct and useless. The lever for
# infrastructure is PRICE, not substitution: rate cards are public, committed-use
# discounts exist, and volume is knowable. Classifying the purchase is what lets the
# right question get asked of each line.
#
# CLASSES, and the lever each one implies:
#   software-licence      a license to run/use software        -> open-source substitute
#   managed-hosting       someone else runs it for you         -> benchmark the price, or self-host
#   cloud-infrastructure  metered consumption (IaaS/PaaS)      -> rightsizing, committed use, FinOps
#   oss-support-tier      paid edition/support of OSS          -> is the paid tier needed at all?
#   content-subscription  training libraries, data feeds       -> is the content needed? cheaper source?
#   professional-services instructor-led training, consulting  -> scope and rate review
#   support-maintenance   vendor support on proprietary sw     -> bundled vs separate, tier level
#
# ⚠ CLASSIFYING SOMETHING AS HOSTING IS NOT A DEFENCE OF THE SPEND. It is the
# opposite: hosting is the class where an external rate card makes overcharging
# provable. WP Engine's public pricing is knowable, so $177K over a known number of
# sites is checkable arithmetic -- a firmer finding than any open-source swap.
#
# --- cloud infrastructure: the lever is price and rightsizing, not substitution ---
# --- managed hosting: the lever is a PRICE BENCHMARK first, self-hosting second ---
# --- paid tiers of software that is ALREADY open source ---
# The lever is not substitution - the substitute is the same product. Ask whether the
# commercial tier earns its price.
# --- content, not software: no code substitutes for a training library ---
# ⚠ GARTNER WAS CHALLENGED ("is it really just content for $17M?") AND THE ANSWER
# HELD, but the evidence changed the LEVER. Verified 2026-08-11 against the NYS OGS
# award notice for the vehicle this rides (Group 73001, Award NEG-22601, contract
# PS66085, "Information Advisory Services"): across 201 pages of service
# descriptions the word "Consulting" appears ZERO times, while Research appears
# 1907 times and Executive Programs 525. What is sold is subscription research,
# Executive Programs, Peer Insights and conference tickets, licensed to named
# "Licensed Users" under a usage and content-compliance policy. So it is content,
# and `professional-services` would be wrong.
# ⚠ TWO INTERNAL NOTES, kept in this comment rather than in `why` because `why` is
# RENDERED on the family page and these are research leads, not published claims:
#   1. The NYC contract is recorded as `Intergovernmental OGS` and starts
#      11/01/2024, but PS66085 EXPIRED 06/12/2024 and the OGS notice said OGS
#      "anticipate[d] a lapse in contract coverage". So which vehicle does this
#      $17.5M actually ride? `procurement_method` is a coarse label and a successor
#      award may well exist -- this is a question to ASK, not a finding to publish.
#   2. The service descriptions read here are the 2013-2024 vehicle's. They are
#      strong evidence of what Gartner sells NYS government, but they are not the
#      current agreement, which we have not seen.
# --- corrected by web verification, 2026-08-13 -------------------------------
# ⚠ The classifier read "Investigative case management" as a LEGAL function. It
# is not: Casebuilder is SoundThinking's police investigation platform (formerly
# ShotSpotter Investigate), sold to NYPD by SoundThinking Inc -- the same vendor
# as the $43.9M gunshot-detection contracts. Confirmed against our own data
# (vendor_name = SoundThinking Inc, agency = NYPD) before changing anything; the
# web search alone would not have been sufficient evidence.
# ⚠ NOT merged into the SoundThinking family on purpose. Gunshot detection and
# investigation management are genuinely different products, and this file's own
# rule is to prefer separate in that case. The $89.95M vendor relationship is
# already visible on the SoundThinking Inc vendor profile, which lists both.
# --- IBM, split into its three real products 2026-08-11 -----------------------
# ⚠ THESE ROWS EXIST SO THE SPLIT DOES NOT COST COVERAGE. Splitting the `IBM`
# family (see license_family_curated.csv) creates three families the AI pass has
# never seen, and an unclassified family falls into the `(unclassified)` bucket --
# so without these, $1.23M would have moved from classified to unclassified and the
# split would have read as a regression on the page.
# ⚠ The function tags are the actual point of the split: one family could carry only
# ONE, and `database-platform` was wrong for two thirds of the value.
#
# --- genuine software licenses, where an open-source substitute IS the lever ---
#
# ⚠⚠ MICROSOFT IS 47% OF THE WHOLE PAGE AND WAS UNREVIEWED `auto`. Pinned 2026-08-11
# after the documented class rollup was found to disagree with prod. The old table in
# CLAUDE.md read `support-maintenance` $689M (50.3%) / `software-licence` $345M
# (25.2%) and concluded "only a quarter of license spend is an open-source-
# substitution question". That table REQUIRED this family to be support-maintenance.
# Measured three ways (Postgres, the /oce/licenses payload, the rendered page): it is
# `software-licence`, and the real rollup is software-licence $984.7M (71.9%) /
# managed-hosting $265.5M (19.4%) / support-maintenance $43.3M (3.2%). Roughly three
# quarters, not a quarter.
# ⚠ `capability` is deliberately BLANK: the loader reads blank as "leave the AI's
# value alone" (currently office-productivity), so pinning the CLASS does not quietly
# move this family in the cross-agency function view. Re-tagging the function of an
# ELA that spans an OS, a database and a productivity suite is a separate judgement.
#
# ⚠ TOP-20 REVIEW, drafted 2026-08-11. The 16 rows below complete the
# hand-review of the top 20 families by value ($487.9M that was tier='auto').
# Each confirms or refines the AI's class with the reasoning stated; evidence is
# the family's own contract records plus the cited identity findings in
# docs/license-identity-review.md. `capability` is left blank ON PURPOSE -- blank
# keeps the AI's function tag (the Microsoft precedent); filling it moves the
# family in the cross-agency view.
"family","class","lever","capability","why"
LexisNexis,content-subscription,is-the-content-needed,,"Legal research, public-records search and FCRA-compliant background screening, bought separately by several agencies. ⚠ One commercial relationship spread across three corporate entities - RELX, LexisNexis Risk Solutions and LexisNexis VitalChek - so the vendor table understates it in the same way Casebuilder and ShotSpotter understate SoundThinking. This is content, not software: the substitution question is whether cheaper or public sources cover the same need (court records are substantially public), and whether agencies buying independently could ride one citywide subscription. ⚠ Its function tag reads `other` because the vocabulary has no reference-and-research-content category; recorded rather than papered over, as with IBM Guardium."
#
# ⚠ THIRD REVIEW PASS, 2026-08-12: the 31 remaining families in the top 60 of the
# regenerated worksheet. Reasoning only -- no own-scope figures (see the guard).
INRIX,content-subscription,is-the-content-needed,,"Traffic and transportation data for DOT. This is a DATA FEED, not software: INRIX sells probe-vehicle speed and travel-time data, so the substitution question is about the source rather than the tool. ⚠ Worth asking against two free alternatives the City already has access to - its own sensor and signal network, and federal/state travel-time feeds - and whether every licensed dataset is actually consumed by a live product. Its function tag reads `other` because the vocabulary has no transport-data category."
AT&T Vehicle Tracking,managed-hosting,benchmark-then-self-host,,"Real-time fleet vehicle tracking for DCAS, merged from the AT&T Fleet Tracking spelling - the same contract line under an identical title across consecutive terms. ⚠ THE SUCCESSION IS THE FINDING: this contract ends 09/02/2024 and the Geotab telematics contract at the same agency begins 09/01/2024, so the City appears to have re-procured the same capability under a new product name. Deliberately NOT merged into Geotab, because nothing here establishes that the AT&T-branded service was the Geotab product. Telematics is quoted per vehicle per month, so cost per tracked vehicle is the checkable figure across both."
Mindbreeze,software-licence,open-source-substitute,,"Legal document search and e-discovery for the Law Department. Enterprise search over case material - the catalogue holds credible open-source search engines (Elasticsearch/OpenSearch, Solr), but e-discovery adds legal-hold, chain-of-custody and review-workflow requirements that raw search does not cover. Treat the substitution question as being about the discovery workflow, not the search index."
PowerSchool TIENET,managed-hosting,benchmark-then-self-host,,"Special-education case management for the Department of Education. Statutory IEP workflows under IDEA make this a compliance system, not a general case tracker, and there is no open-source equivalent carrying that compliance burden. ⚠ Its function tag reads `legal-case`, which is the closest of 47 tags and still wrong - this is special-education administration, not legal matter management. Recorded rather than papered over, as with IBM Guardium."
Westlaw,content-subscription,is-the-content-needed,,"Legal research from Thomson Reuters, bought by more than one agency. ⚠ DELIBERATELY NOT merged with LexisNexis or Lexis+: this is a different vendor and a competing product, and collapsing them would hide that the City pays two premium legal-research subscriptions. That duplication IS the finding - ask whether agencies need both, and how much of the underlying material (court records, statutes) is public and free at source."
Keefe Group Commissary Software,software-licence,open-source-substitute,,"Commissary ordering for the Department of Correction. ⚠ MIND WHO PAYS: commissary systems in correctional settings are commonly funded from incarcerated people's purchases and commissary revenue rather than from tax levy, and the vendor's revenue can be tied to transaction volume. The question worth asking is not substitution but the fee structure and who bears it - which this contract data does not show. Its function tag reads `other`; the vocabulary has no correctional-systems category."
Eccovia HMIS,managed-hosting,benchmark-then-self-host,,"The Homeless Management Information System and data warehouse for DSS/DHS. HMIS is a HUD-mandated system with prescribed data standards, so the field is small and compliance-bound; several jurisdictions run open-source or shared HMIS instances, which makes a peer-city comparison the realistic benchmark rather than a product swap. ⚠ Its function tag reads `health-clinical`, which is wrong - this is homelessness services administration. No suitable tag exists in the vocabulary."
Rocket Software,support-maintenance,is-the-paid-tier-needed,,"Mainframe modernisation and legacy system maintenance. Like Broadcom (CA), this is spend to keep an ageing platform running rather than to buy new capability, so the lever is not a support tier but the migration timeline: every renewal should carry a date for the platform it is extending. ⚠ Named in this file's own header as one of the lines the replaceability rating hid on `low`, alongside AWS."
SAS,software-licence,open-source-substitute,,"Statistical analysis bought separately by several agencies. ⚠ THE STRONGEST OPEN-SOURCE CASE IN THIS PASS: R and Python cover the great majority of what SAS is used for here, and both are free, but migration cost lives in the accumulated SAS programs and in staff fluency, not in the licence. The realistic move is new work in R/Python while the existing estate is retired, and the fragmentation across agencies is itself worth consolidating first."
18B Case Tracking and Voucher System,software-licence,open-source-substitute,,"Assigned-counsel case tracking and voucher payment for the Office of Criminal Justice, supporting the 18-B panel of court-appointed defence attorneys. A bespoke government workflow - case assignment plus attorney payment - with no comparable product to substitute; the question is whether the system's cost is proportionate to the panel it administers, and whether voucher processing could ride existing City payment infrastructure."
Conduent StrataWare,software-licence,open-source-substitute,,"Workers' compensation case management. ⚠ Read together with ClaimsVISION, which does the same job for the same kind of claim: two workers' compensation systems is a consolidation question, and the per-product view cannot ask it. Specialised claims software has no open-source equivalent, so the lever is scope overlap rather than substitution."
Vision CAMA,software-licence,open-source-substitute,,"Computer-assisted mass appraisal for the Department of Finance. ⚠ Read together with the Tyler Technologies Property Tax System, also at Finance: assessment and tax administration are adjacent halves of one function bought from two vendors. The property-assessment field has no open-source entrant in the catalogue, so the useful question is the boundary between the two systems and what each is authoritative for."
Integrated Health Resources (BHL),managed-hosting,benchmark-then-self-host,,"Behavioural health data and resource management for DOHMH. A hosted registry/directory of behavioural health providers and resources. ⚠ The comparison worth making is internal: the City runs several service-directory and referral systems, and a resource directory is among the most duplicated kinds of system in government. Ask what distinguishes this one before renewing it."
SafeMeasures,managed-hosting,benchmark-then-self-host,,"Child-welfare data reporting and monitoring for ACS. Reporting and analytics delivered as a hosted service over data ACS already holds - which is the question: this is dashboards over the City's own child-welfare records, and the City has its own BI capability (the function view shows several BI platforms already licensed). Ask what the vendor adds beyond the reporting layer."
LeadsOnline,managed-hosting,benchmark-then-self-host,,"Secondhand and pawnshop transaction records for NYPD investigations. ⚠ This is access to a vendor-operated NATIONAL DATABASE, not software the City could run: the value is other jurisdictions' data, which is precisely why substitution is impossible and why the price is not benchmarkable against a rate card. The lever is usage - how many investigations actually query it - which this data cannot show."
Everbridge,managed-hosting,benchmark-then-self-host,,"Emergency mass notification and critical-event management. ⚠ Read together with AlertMedia, already curated, which does the same job: two mass-notification platforms is exactly the duplication the cross-agency function view exists to surface. Notification is priced per contact or per message and several vendors publish tiers, so it is genuinely benchmarkable - and the open-source commons has nothing here, which the page records as a gap."
Archibus,software-licence,open-source-substitute,,"Facilities, space and maintenance management bought separately by several agencies. ⚠ Its largest contracts run through resellers and integrators rather than the vendor, so the vendor table understates the relationship. A computerised maintenance management system has no credible open-source substitute at this scale; the fragmentation across agencies is the nearer question, and it sits in the same facilities function as MRI Software and AssetWorks."
SANSIO EPCR,software-licence,open-source-substitute,,"Electronic patient care reporting for FDNY emergency medical services. Prehospital ePCR is a regulated clinical record feeding state EMS reporting, so substitution is constrained by certification rather than by capability. The question is integration - whether the record flows into the receiving hospital and the state registry without re-entry - not price."
DocuSign,managed-hosting,benchmark-then-self-host,,"Electronic signature and contract lifecycle management, bought separately by many agencies. ⚠ THIS IS THE CLEAREST CONSOLIDATION CANDIDATE IN THIS PASS: one commodity capability, many agencies, many separate contracts, and e-signature is priced per envelope or per seat with published tiers - so both a citywide agreement and a price benchmark are available. The open-source commons has credible e-signature options, making this one of the few rows where substitution is a real question rather than a formality."
Sanborn Maps,content-subscription,is-the-content-needed,,"Historical and current property mapping data. This is archival CONTENT - digitised fire-insurance atlases and property records - so the substitution question is about the source. ⚠ Much of the underlying historical material is public-domain and some is already digitised by libraries and the City's own records agency; the question is whether the City is paying for access to material it holds elsewhere."
ClaimsVISION,support-maintenance,is-the-paid-tier-needed,,"Workers' compensation claims management, recorded as maintenance and support rather than new licence. ⚠ Read together with Conduent StrataWare, which does the same job: before asking about the support tier, ask why two systems administer the same class of claim. Support on a system the City may be consolidating away from is the weakest kind of renewal."
e-Builder,managed-hosting,benchmark-then-self-host,,"Construction program and project management for capital work. ⚠ Read together with ProContrl and the other construction-management systems in the capital program: capital project controls are bought repeatedly across the agencies that build things. Hosted project controls are priced per project or per user with published tiers, so the price is checkable; the scope overlap across agencies is the larger question."
Check Point,support-maintenance,is-the-paid-tier-needed,,"Network security and firewall support across several agencies. Firewall support is a legitimate purchase - the question is tier and appliance count, not substitution, since the hardware is already in place. ⚠ Network security is the most fragmented function on the whole page (the function view shows dozens of distinct products across most agencies), so this row is worth reading as one line in that picture rather than on its own."
STARLIMS,software-licence,open-source-substitute,,"Laboratory information management for clinical and public-health labs. ⚠ Read together with LabVantage LIMS, also a LIMS and also in the City's laboratories: two laboratory information systems is a consolidation question, though the answer may legitimately be no - forensic and public-health labs carry different accreditation regimes. Open-source LIMS exist but rarely carry the required accreditation, so substitution is constrained by certification."
PayPal,managed-hosting,benchmark-then-self-host,,"Payment processing. ⚠ THE LEVER HERE IS A RATE, NOT A LICENCE: payment processing is priced as a percentage of transaction value plus a per-transaction fee, all of it publicly published, so this is among the most precisely benchmarkable lines in the inventory - and at City transaction volumes a fraction of a percent is real money. Ask what rate the City is paying against published interchange-plus pricing, and how it compares to the City's other payment channels."
Dynatrace,managed-hosting,benchmark-then-self-host,,"Application performance monitoring. ⚠ Read together with the other monitoring platforms already licensed - SolarWinds, Splunk and several infrastructure monitors appear separately in the function view - because observability is a function the City buys repeatedly. Priced per host or per monitored unit with published tiers, so it is benchmarkable, and credible open-source observability stacks exist."
LabVantage LIMS,software-licence,open-source-substitute,,"Laboratory information management for forensic biology at the Chief Medical Examiner. Forensic LIMS carries chain-of-custody and accreditation requirements that general laboratory software does not, so substitution is genuinely constrained here - more so than for STARLIMS. Read the two together as one laboratory-systems question, while respecting that a forensic lab may legitimately need its own."
OpenText,software-licence,open-source-substitute,,"Document and enterprise content management, bought separately by several agencies under many product spellings (Documentum, Liquid Office and others merged here). ⚠ The merge is the point: this reads as one vendor relationship spread across agencies and product lines, and content management is a function with credible open-source options in the catalogue. Ask whether the City needs several ECM platforms - this family, Alfresco and Accellion all appear separately - before asking about any one of them."
MRI Software,software-licence,open-source-substitute,,"Housing asset management. ⚠ Read alongside Archibus and AssetWorks: three families in this pass manage property, facilities or assets, in different agencies, with overlapping capability. Specialised housing-management software has no open-source substitute, so the useful question is the boundary between these systems rather than replacing any of them."
#
# ⚠ The last three of the top 60, which entered the window only because the AT&T
# and Lexis+ merges above removed two families from it (2026-08-12).
Splunk,software-licence,open-source-substitute,,"Log management and security monitoring, bought by several agencies - every one through the MWBE small-purchase route and through a different reseller, so it reads as several small buys of one platform rather than a citywide agreement. ⚠ THE LEVER IS THE PRICING MODEL, not the licence: Splunk is licensed by data volume ingested per day (with a newer compute-based model alongside it), so cost tracks how much log data is pointed at it - which means routing noisy sources elsewhere reduces the bill without losing capability. Ask what is being ingested before asking what it costs. ⚠ Its catalogue match is Grafana at `partial`, which understates the field: Grafana is visualisation, while the credible open-source comparators for this job are the OpenSearch/Elasticsearch stack (catalogued separately here) and Wazuh for the security-monitoring half. The classifier rated its own contracts inconsistently - low on three, medium on three - so the page shows a distribution rather than a verdict."
Accellion Kiteworks,software-licence,open-source-substitute,,"Secure file transfer and sharing for the Law Department, DoITT and ACS, bought through three resellers on two routes. ⚠ WHAT A RENEWAL SHOULD CHECK HERE IS ASSURANCE, NOT PRICE. The vendor's LEGACY product, Accellion FTA, was breached in late 2020 and early 2021 by groups linked to CLOP, exposing client data and settling for $8.1M; the vendor states Kiteworks - the product the City buys - is a separate codebase and was not affected, and Mandiant's report on the FTA attack is published. ⚠ That history is context, not an allegation about this product: state it as the reason to ask for current assurance evidence (authorisation status, penetration-test cadence) at renewal, which matters more than the unit price for a tool whose whole purpose is moving sensitive material safely. Read alongside Box and the other file-sharing lines: the City licenses several ways to move files, and secure transfer has credible open-source options."
Intellidact AI,software-licence,open-source-substitute,,"Document processing recorded as Optical Character Recognition for the Department of Finance, bought Sole Source from Tyler Technologies. ⚠ SAME VENDOR AS THE TYLER PROPERTY TAX SYSTEM, also at Finance and also effectively sole-sourced - so one vendor holds two of Finance's systems, which is a relationship worth seeing whole rather than as two rows. ⚠ AND THE RECORDED PURPOSE MAY UNDERSTATE THE PRODUCT: plain OCR is among the most commoditised capabilities in software, with mature open-source engines and cloud APIs priced per page, so if this really is OCR the price deserves hard questions. Tyler's Intellidact is in practice a records-processing workflow - classification, redaction and indexing of recorded documents - which is a different and more defensible purchase. Establishing which of the two the City is actually buying is the first question, and it is not answerable from this data."
